DR1,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,-2.4,0,-2.7,-2,0,-1.9,
-999,0.1,-1.2,-0.4,0,-2.4,-0.6,0,-1.9,
0,0.8,0.8,0.08,0,-2.1,0.3,0,-0.4,
-999,0.5,0.2,-0.7,0,-0.3,-1.1,0,-0.8,
-999,0.8,0.2,-0.7,0,-2.2,0.1,0,-1.1,
-1,1.1,1.5,0.5,0,-1.9,0.6,0,0.7,
-999,1.1,0,-2.1,0,-2,-0.2,0,-1.7,
-1,1,1,0.9,0,-2,0.3,0,0.5,
-1,1.1,1.4,0.8,0,-1.8,0.09,0,0.08,
-999,0.8,0.5,0.04,0,-1.1,0.1,0,-1.2,
-999,-0.5,0.3,-1.9,0,-0.2,0.07,0,-1.1,
-999,1.2,0,0.1,0,-1.8,0.2,0,-1.6,
-999,2.2,0.7,-2.1,0,-1.8,0.09,0,-1,
-999,-0.3,0.2,-0.7,0,-0.6,-0.2,0,-0.3,
-999,0,0,-1,0,-1.2,0.09,0,-0.2,
-1,2.1,0.5,-0.05,0,-1.1,0.7,0,0.3,
0,-0.1,0,-1.8,0,-2.4,-0.08,0,-1.4,
0,0.9,0.8,-1.1,0,-2,0.5,0,-0.9,
1.24,0.6,0.14,-0.2,-0.5,-0.76,-1,-1.2,-1.4,-1.6
DR3,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,2.3,0,-2.4,-0.6,0,-0.6,
-999,0.1,-1.2,-1,0,-1.4,-0.2,0,-0.3,
-1,0.8,0.8,-1,0,-1.4,0.5,0,0.9,
-999,0.5,0.2,0.5,0,-0.7,0.1,0,0.4,
-999,0.8,0.2,0,0,-0.1,-0.8,0,-0.5,
0,1.1,1.5,0.5,0,0.7,0.4,0,0.6,
-999,1.1,0,-1,0,1.3,-0.9,0,-0.2,
0,1,1,0,0,0.2,0.2,0,-0.04,
0,1.1,1.4,0,0,-0.9,1.1,0,1.1,
-999,0.8,0.5,0.2,0,-0.6,-0.09,0,-0.6,
-999,-0.5,0.3,-1,0,0.5,0.7,0,-0.3,
-999,1.2,0,0,0,-0.3,-0.1,0,-0.2,
-999,2.2,0.7,-1,0,1,-0.9,0,0.5,
-999,-0.3,0.2,0.7,0,-0.1,0.07,0,1.1,
-999,0,0,-1,0,0.8,-0.1,0,-0.5,
0,2.1,0.5,0,0,1.2,0.2,0,0.3,
-1,-0.1,0,-1,0,-1.4,-0.6,0,-1,
-1,0.9,0.8,-1,0,-1.4,-0.05,0,0.3,
4.03,3.3,2.96,2.6,2.4,2.17,1.96,1.73,1.5,1.3
DR4,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,1.4,0,-1.1,-0.3,0,-1.7,
-999,0.1,-1.2,1.5,0,-2.4,0.2,0,-1.7,
0,0.8,0.8,-0.9,0,-1.1,-1,0,-1,
-999,0.5,0.2,-1.6,0,-1.5,-1.3,0,-1,
-999,0.8,0.2,1.1,0,-1.4,0,0,0.08,
-1,1.1,1.5,0.8,0,-0.1,0.08,0,-0.3,
-999,1.1,0,-1.7,0,-2.4,-0.3,0,-0.3,
-1,1,1,0.8,0,-1.1,0.7,0,-1,
-1,1.1,1.4,0.9,0,-1.1,0.8,0,-0.4,
-999,0.8,0.5,0.9,0,1.3,0.6,0,-1.4,
-999,-0.5,0.3,-1.6,0,0,-0.7,0,-1.3,
-999,1.2,0,0.8,0,-1.5,0,0,0.5,
-999,2.2,0.7,-1.9,0,-2.4,-1.2,0,-1,
-999,-0.3,0.2,0.8,0,1,-0.2,0,0.7,
-999,0,0,0.7,0,1.9,-0.1,0,-1.2,
-1,2.1,0.5,-0.9,0,0.9,0.08,0,-0.7,
0,-0.1,0,-1.2,0,-1,-1.4,0,-1,
0,0.9,0.8,-1.6,0,-1.5,-1.2,0,-1,
2.7,2,1.48,1.1,0.7,0.48,0.2,-0.099,-0.3,-0.5
DR7,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,-1.6,0,-2.5,-1.3,0,-1.2,
-999,0.1,-1.2,-1.4,0,-2.5,0.9,0,-0.3,
0,0.8,0.8,0.2,0,-0.8,2.1,0,2.1,
-999,0.5,0.2,-1.1,0,-0.6,0,0,-0.6,
-999,0.8,0.2,0.1,0,-0.8,0.9,0,-0.2,
-1,1.1,1.5,1.1,0,-0.5,2.4,0,3.4,
-999,1.1,0,-1.3,0,-1.1,0.5,0,-1.1,
-1,1,1,-0.8,0,-0.9,2.2,0,3.4,
-1,1.1,1.4,-0.4,0,-0.8,1.8,0,2,
-999,0.8,0.5,-1.1,0,-0.6,1.4,0,-0.5,
-999,-0.5,0.3,-1.2,0,-0.5,-0.2,0,-0.6,
-999,1.2,0,-1.5,0,-1.1,1.1,0,-0.9,
-999,2.2,0.7,-1.1,0,-1.1,0.7,0,-0.8,
-999,-0.3,0.2,1.5,0,0.6,0.4,0,-0.3,
-999,0,0,1.4,0,-0.08,0.9,0,0.4,
-1,2.1,0.5,0.9,0,0.1,1.6,0,2,
0,-0.1,0,-1.1,0,-0.9,1.4,0,0.8,
0,0.9,0.8,-0.9,0,-1,1.7,0,1.1,
5.6,4.7,4.1,3.62,3.2,2.8,2.5,2.1,1.9,1.6
DR8,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,-1,0,-2.4,-2.4,0,1,
-999,0.1,-1.2,-1,0,-1.4,-2.4,0,1.3,
0,0.8,0.8,0.5,0,-1.4,-0.9,0,-0.1,
-999,0.5,0.2,-1,0,-0.7,-0.5,0,0.3,
-999,0.8,0.2,-1,0,-0.1,-0.9,0,1.3,
-1,1.1,1.5,0.3,0,0.7,-0.8,0,-0.1,
-999,1.1,0,2.3,0,1.3,-0.8,0,-1,
-1,1,1,0.7,0,0.2,-0.3,0,0,
-1,1.1,1.4,1.4,0,-0.9,-0.3,0,0.7,
-999,0.8,0.5,0,0,-0.6,-1.3,0,0.6,
-999,-0.5,0.3,-1,0,0.5,-1.2,0,-0.9,
-999,1.2,0,-1,0,-0.3,-1.2,0,1.3,
-999,2.2,0.7,2.3,0,1,-0.6,0,-1,
-999,-0.3,0.2,-1,0,-0.1,-1.3,0,0.7,
-999,0,0,-1,0,0.8,-2.4,0,-0.3,
-1,2.1,0.5,0.3,0,1.2,-1.1,0,-0.4,
0,-0.1,0,0,0,-1.4,-1.2,0,-0.1,
0,0.9,0.8,2.2,0,-1.4,-1.1,0,0.1,
2.9,2.3,1.8,1.4,1.1,0.8,0.6,0.4,0.2,-0.1
DR11,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,-1.7,0,-2.4,-2.7,0,-1.7,
-999,0.1,-1.2,-1.7,0,-1.4,-1.3,0,-1.7,
0,0.8,0.8,0.4,0,-1.4,-0.4,0,-1,
-999,0.5,0.2,-1.7,0,-0.7,-0.4,0,-1,
-999,0.8,0.2,-0.6,0,-0.1,-0.2,0,0.08,
-1,1.1,1.5,0.9,0,0.7,0.8,0,-0.3,
-999,1.1,0,-0.5,0,1.3,-0.2,0,-0.3,
-1,1,1,1.1,0,0.2,1.5,0,-1,
-1,1.1,1.4,1,0,-0.9,1.3,0,-0.4,
-999,0.8,0.5,0,0,-0.6,-1,0,-1.4,
-999,-0.5,0.3,-1.7,0,0.5,-0.05,0,-1.3,
-999,1.2,0,-0.4,0,-0.3,-1.1,0,0.5,
-999,2.2,0.7,-0.7,0,1,-0.4,0,-1,
-999,-0.3,0.2,-0.7,0,-0.1,-1.3,0,0.7,
-999,0,0,-0.6,0,0.8,-1.3,0,-1.2,
-1,2.1,0.5,0.4,0,1.2,-0.6,0,-0.7,
0,-0.1,0,-0.1,0,-1.4,-0.4,0,-1,
0,0.9,0.8,-0.7,0,-1.4,-0.4,0,-1,
2.3,1.6,1.1,0.7,0.4,0.1,-0.1,-0.3,-0.6,-0.8
DR13,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,-1.4,0,-2.4,-1.5,0,-0.6,
-999,0.1,-1.2,-1.1,0,-1.4,-1,0,-0.3,
-1,0.8,0.8,0.8,0,-1.4,0.6,0,0.9,
-999,0.5,0.2,-1.5,0,-0.7,-1.5,0,0.4,
-999,0.8,0.2,1.5,0,-0.1,0.3,0,-0.5,
0,1.1,1.5,-0.6,0,0.7,-0.5,0,0.6,
-999,1.1,0,0.8,0,1.3,0,0,-0.2,
0,1,1,0.4,0,0.2,0.4,0,-0.04,
0,1.1,1.4,0.8,0,-0.9,0,0,1.1,
-999,0.8,0.5,0.1,0,-0.6,0.1,0,-0.6,
-999,-0.5,0.3,-1.5,0,0.5,-0.5,0,-0.3,
-999,1.2,0,0.6,0,-0.3,-0.4,0,-0.2,
-999,2.2,0.7,0.2,0,1,1.2,0,0.5,
-999,-0.3,0.2,-0.6,0,-0.1,-0.9,0,1.1,
-999,0,0,-1.1,0,0.8,-0.9,0,-0.5,
0,2.1,0.5,-0.9,0,1.2,-0.1,0,0.3,
-1,-0.1,0,0.7,0,-1.4,0.4,0,-1,
-1,0.9,0.8,0.4,0,-1.4,-0.2,0,0.3,
3.5,2.96,2.6,2.26,2,1.76,1.5,1.36,1.2,1
DR15,,,,,,,,,
-999,0,0,0,0,0,0,0,0,
-999,0,0,0,0,0,0,0,0,
-999,-1.3,-1.3,-0.4,0,-0.4,-0.7,0,-1.9,
-999,0.1,-1.2,-0.6,0,-1,-0.7,0,-1.9,
-1,0.8,0.8,2.4,0,-0.3,1.4,0,-0.4,
-999,0.5,0.2,0,0,0.5,0,0,-0.8,
-999,0.8,0.2,1.1,0,-0.5,0.6,0,-1.1,
0,1.1,1.5,0.6,0,0.05,1.5,0,0.7,
-999,1.1,0,-0.7,0,-0.3,-0.3,0,-1.7,
0,1,1,0.5,0,0.2,1.9,0,0.5,
0,1.1,1.4,1,0,0.1,1.7,0,0.08,
-999,0.8,0.5,-0.2,0,0.7,0.7,0,-1.2,
-999,-0.5,0.3,-0.3,0,-0.2,0.3,0,-1.1,
-999,1.2,0,-0.8,0,-0.8,-0.3,0,-1.6,
-999,2.2,0.7,0.2,0,1,-0.5,0,-1,
-999,-0.3,0.2,-0.3,0,0.6,0.3,0,-0.3,
-999,0,0,-0.3,0,-0.04,0.2,0,-0.2,
0,2.1,0.5,0.2,0,-0.3,0.3,0,0.3,
-1,-0.1,0,0.4,0,-0.4,0.6,0,-1.4,
-1,0.9,0.8,2.5,0,0.4,0.7,0,-0.9,
4.6,3.8,3.25,2.9,2.6,2.3,2,1.8,1.6,1.5
